provincia;municipio;distrito;seccion;mesa;apellido_desde;apellido_hasta;nombre_colegio;direccion
ZARAGOZA;GOTOR;1;1;U;A;Z;CASA CONSISTORIAL;CALLE HORNO 2
ZARAGOZA;GRISEL;1;1;U;A;Z;SALON POLIVALENTE AYUNTAMIENTO;CALLE BARRIO ALTO S/N
ZARAGOZA;GRISEN;1;1;U;A;Z;CENTRO SOCIAL Y HOGAR DEL PENSIONISTA;PLAZA IGLESIA (LA) 2
ZARAGOZA;HERRERA DE LOS NAVARROS;1;1;U;A;Z;CASA DE CULTURA;CALLE BARRANQUILLO S/N
ZARAGOZA;IBDES;1;1;U;A;Z;C.R.A. MESA-PIEDRA-ALTO CAMPILLO;CALLE RUA 69
ZARAGOZA;ILLUECA;1;1;A;A;K;COLEGIO BENEDICTO XIII;CALLE FUEROS DE ARAGON 24
ZARAGOZA;ILLUECA;1;1;B;L;Z;COLEGIO BENEDICTO XIII;CALLE FUEROS DE ARAGON 24
ZARAGOZA;ILLUECA;1;2;A;A;K;COLEGIO BENEDICTO XIII;CALLE FUEROS DE ARAGON 24
ZARAGOZA;ILLUECA;1;2;B;L;Z;COLEGIO BENEDICTO XIII;CALLE FUEROS DE ARAGON 24
ZARAGOZA;ISUERRE;1;1;U;A;Z;CASA CONSISTORIAL;CALLE MAYOR 6
ZARAGOZA;JARABA;1;1;U;A;Z;AYUNTAMIENTO-LOCAL DE 3»EDAD;PLAZA AFAN DE RIVERA 3
ZARAGOZA;JARQUE DE MONCAYO;1;1;U;A;Z;AYUNTAMIENTO;PLAZA AYUNTAMIENTO 1
ZARAGOZA;JAULIN;1;1;U;A;Z;COLEGIO PUBLICO SAN CRISTOBAL;CALLE SAN CRISTOBAL 1
ZARAGOZA;JOYOSA (LA);1;1;A;A;K;CASA DE JUVENTUD;CALLE RAMON Y CAJAL 6
ZARAGOZA;JOYOSA (LA);1;1;B;L;Z;CASA DE JUVENTUD;CALLE RAMON Y CAJAL 6
ZARAGOZA;LAGATA;1;1;U;A;Z;CASA CONSISTORIAL;PLAZA AYUNTAMIENTO (DEL) 18
ZARAGOZA;LANGA DEL CASTILLO;1;1;U;A;Z;AYUNTAMIENTO;CALLE BUENOS AIRES 6
ZARAGOZA;LAYANA;1;1;U;A;Z;AYUNTAMIENTO;CALLE BAALES (DE LOS) S/N
ZARAGOZA;LECERA;1;1;U;A;Z;CASA DE CULTURA - SALON DE ACTOS;CALLE MAYOR 25
ZARAGOZA;LECIENA;1;1;A;A;L;CAMARA AGRARIA;CALLE MURILLO 2
ZARAGOZA;LECIENA;1;1;B;M;Z;CAMARA AGRARIA;CALLE MURILLO 2
ZARAGOZA;LECHON;1;1;U;A;Z;PABELLON MUNICIPAL;CALLE DAROCA 15
ZARAGOZA;LETUX;1;1;U;A;Z;CASA CONSISTORIAL (BAJOS);PLAZA ESPAA 1
ZARAGOZA;LITAGO;1;1;U;A;Z;CENTRO JUVENIL Y BIBLIOTECA;AVDA MONCAYO 6
ZARAGOZA;LITUENIGO;1;1;U;A;Z;CONSULTORIO MEDICO;AVDA ZARAGOZA 2
ZARAGOZA;LOBERA DE ONSELLA;1;1;U;A;Z;CONSULTORIO MEDICO;CALLE BRADINAL 9
ZARAGOZA;LONGARES;1;1;U;A;Z;CENTRO DE TIEMPO LIBRE;PLAZA ESPAA 1
ZARAGOZA;LONGAS;1;1;U;A;Z;CENTRO DE COWORKING;PLAZA FERNANDO EL CATOLICO 6
ZARAGOZA;LUCENA DE JALON;1;1;U;A;Z;LOCAL MUNICIPAL;PLAZA ESPAA 17
ZARAGOZA;LUCENI;1;1;A;A;K;AYUNTAMIENTO-SALON DE SESIONES;PLAZA AYUNTAMIENTO 1
ZARAGOZA;LUCENI;1;1;B;L;Z;AYUNTAMIENTO-SALON DE SESIONES;PLAZA AYUNTAMIENTO 1
ZARAGOZA;LUESIA;1;1;U;A;Z;AYUNTAMIENTO (AULA NUEVA);PLAZA VILLA (DE LA) 1
ZARAGOZA;LUESMA;1;1;U;A;Z;CENTRO SOCIAL;CALLE BARRANCO S/N
ZARAGOZA;LUMPIAQUE;1;1;U;A;Z;CENTRO SOCIAL;CALLE MUNTADAS 12
ZARAGOZA;LUNA;1;1;U;A;Z;GRUPO ESCOLAR DIPUTACION PROVINCIAL;AVDA MONLORA (DE) 17
ZARAGOZA;MAELLA;1;1;U;A;Z;COLEGIO ÒVIRGEN DEL PORTALÓ;CALLE ZARAGOZA 50
ZARAGOZA;MAELLA;2;1;A;A;K;COLEGIO ÒVIRGEN DEL PORTALÓ;CALLE ZARAGOZA 50
ZARAGOZA;MAELLA;2;1;B;L;Z;COLEGIO ÒVIRGEN DEL PORTALÓ;CALLE ZARAGOZA 50
ZARAGOZA;MAGALLON;1;1;A;A;L;COLEGIO RURAL AGRUPADO LA HUECHA;PLAZA ARAGON 11
ZARAGOZA;MAGALLON;1;1;B;M;Z;COLEGIO RURAL AGRUPADO LA HUECHA;PLAZA ARAGON 11
ZARAGOZA;MAINAR;1;1;U;A;Z;GUARDERIA;AVDA ESCUELAS S/N
ZARAGOZA;MALANQUILLA;1;1;U;A;Z;CENTRO SOCIAL DE LA TERCERA EDAD;PLAZA MAYOR 2
ZARAGOZA;MALEJAN;1;1;U;A;Z;PABELLON MUNICIPAL;PLAZA CONSTITUCION (DE LA) S/N
ZARAGOZA;MALON;1;1;U;A;Z;BIBLIOTECA PUBLICA;PLAZA ESPAA 6
ZARAGOZA;MALUENDA;1;1;U;A;Z;EDIFICIO MULTIUSOS;AVDA DOCTOR GARCIA SANCHO 28
ZARAGOZA;MALLEN;1;1;A;A;K;COLEGIO PUBLICO COMARCAL E.I. Y PRIMARIA ÒMANLIAÓ;CALLE MIRAFLORES 1
ZARAGOZA;MALLEN;1;1;B;L;Z;COLEGIO PUBLICO COMARCAL E.I. Y PRIMARIA ÒMANLIAÓ;CALLE MIRAFLORES 1
ZARAGOZA;MALLEN;2;1;A;A;F;COLEGIO PUBLICO COMARCAL E.I. Y PRIMARIA ÒMANLIAÓ;CALLE MIRAFLORES 1
ZARAGOZA;MALLEN;2;1;B;G;M;COLEGIO PUBLICO COMARCAL E.I. Y PRIMARIA ÒMANLIAÓ;CALLE MIRAFLORES 1
ZARAGOZA;MALLEN;2;1;C;N;Z;COLEGIO PUBLICO COMARCAL E.I. Y PRIMARIA ÒMANLIAÓ;CALLE MIRAFLORES 1
ZARAGOZA;MANCHONES;1;1;U;A;Z;ANTIGUO HORNO;CALLE VIOLA 11
ZARAGOZA;MARA;1;1;U;A;Z;ESCUELAS PUBLICAS;CALLE SAN SEBASTIAN S/N
ZARAGOZA;MARIA DE HUERVA;1;1;A;A;K;POLIDEPORTIVO MUNICIPAL;CALLE RIO EBRO S/N
ZARAGOZA;MARIA DE HUERVA;1;1;B;L;Z;POLIDEPORTIVO MUNICIPAL;CALLE RIO EBRO S/N
ZARAGOZA;MARIA DE HUERVA;1;2;A;A;K;POLIDEPORTIVO MUNICIPAL;CALLE RIO EBRO S/N
ZARAGOZA;MARIA DE HUERVA;1;2;B;L;Z;POLIDEPORTIVO MUNICIPAL;CALLE RIO EBRO S/N
ZARAGOZA;MARIA DE HUERVA;1;3;A;A;K;POLIDEPORTIVO MUNICIPAL;CALLE RIO EBRO S/N
ZARAGOZA;MARIA DE HUERVA;1;3;B;L;Z;POLIDEPORTIVO MUNICIPAL;CALLE RIO EBRO S/N
ZARAGOZA;MARIA DE HUERVA;1;4;A;A;K;POLIDEPORTIVO MUNICIPAL;CALLE RIO EBRO S/N
ZARAGOZA;MARIA DE HUERVA;1;4;B;L;Z;POLIDEPORTIVO MUNICIPAL;CALLE RIO EBRO S/N
ZARAGOZA;MEDIANA DE ARAGON;1;1;U;A;Z;CONSULTORIO MEDICO;CALLE HORNO 11
ZARAGOZA;MEQUINENZA;1;1;A;A;J;SPAI JOVE;CTRA FRAGA 62
ZARAGOZA;MEQUINENZA;1;1;B;K;Z;SPAI JOVE;CTRA FRAGA 62
ZARAGOZA;MEQUINENZA;2;1;A;A;J;SPAI JOVE;CTRA FRAGA 62
ZARAGOZA;MEQUINENZA;2;1;B;K;Z;SPAI JOVE;CTRA FRAGA 62
ZARAGOZA;MESONES DE ISUELA;1;1;U;A;Z;COLEGIO ESCOLAR;CALLE RAMON Y CAJAL 41
ZARAGOZA;MEZALOCHA;1;1;U;A;Z;AYUNTAMIENTO;CALLE MAYOR 84
ZARAGOZA;MIANOS;1;1;U;A;Z;AYUNTAMIENTO-SALON CULTURAL;PLAZA IGLESIA (LA) 1
ZARAGOZA;MIEDES DE ARAGON;1;1;U;A;Z;SALON MULTIUSOS;CALLE SAN BLAS 3
ZARAGOZA;MONEGRILLO;1;1;U;A;Z;CASA CONSISTORIAL ACTUAL-PLANTA BAJA;PLAZA ESPAA 6
ZARAGOZA;MONEVA;1;1;U;A;Z;AYUNTAMIENTO;CALLE AYUNTAMIENTO 5
ZARAGOZA;MONREAL DE ARIZA;1;1;U;A;Z;CASA CONSISTORIAL - PLANTA BAJA;CALLE MAYOR 7
ZARAGOZA;MONTERDE;1;1;U;A;Z;CASA CONSISTORIAL;PLAZA JOSE LUIS ARRESE 1
ZARAGOZA;MONTON;1;1;U;A;Z;CENTRO POLIVALENTE MUNICIPAL;PRAJE EXTRARRADIO S/N
ZARAGOZA;MORATA DE JALON;1;1;A;A;I;CENTRO CIVICO DE MORATA DE JALON;PLAZA AGUSTINA DE ARAGON 1
ZARAGOZA;MORATA DE JALON;1;1;B;J;Z;CENTRO CIVICO DE MORATA DE JALON;PLAZA AGUSTINA DE ARAGON 1
ZARAGOZA;MORATA DE JILOCA;1;1;U;A;Z;CASAS CONSISTORIALES;CTRA MORATA 14
ZARAGOZA;MORES;1;1;U;A;Z;COLEGIO FRANCISCA GIL;AVDA FRANCISCA GIL S/N
ZARAGOZA;MOROS;1;1;U;A;Z;CASA DE CULTURA;CALLE GARCIA SANCHEZ 26
ZARAGOZA;MOYUELA;1;1;U;A;Z;CENTRO SOCIAL;CALLE CARRETERA S/N
ZARAGOZA;MOZOTA;1;1;U;A;Z;CASA DE CULTURA;CALLE RAMON Y CAJAL 9
ZARAGOZA;MUEL;1;1;A;A;K;COLEGIO PUBLICO SAN BLAS;CALLE JOSE ANTONIO LABORDETA 24
ZARAGOZA;MUEL;1;1;B;L;Z;COLEGIO PUBLICO SAN BLAS;CALLE JOSE ANTONIO LABORDETA 24
ZARAGOZA;MUELA (LA);1;1;A;A;G;CASA DE CULTURA (PLANTA BAJA);CALLE BALSA (LA) 69
ZARAGOZA;MUELA (LA);1;1;B;H;M;CASA DE CULTURA (PLANTA BAJA);CALLE BALSA (LA) 69
ZARAGOZA;MUELA (LA);1;1;C;N;Z;CASA DE CULTURA (PLANTA BAJA);CALLE BALSA (LA) 69
ZARAGOZA;MUELA (LA);1;2;A;A;K;AYUNTAMIENTO (PLANTA BAJA);PLAZA VICENTE TENA 1
ZARAGOZA;MUELA (LA);1;2;B;L;Z;AYUNTAMIENTO (PLANTA BAJA);PLAZA VICENTE TENA 1
ZARAGOZA;MUELA (LA);1;3;A;A;K;AYUNTAMIENTO (PLANTA BAJA);PLAZA VICENTE TENA 1
ZARAGOZA;MUELA (LA);1;3;B;L;Z;AYUNTAMIENTO (PLANTA BAJA);PLAZA VICENTE TENA 1
ZARAGOZA;MUNEBREGA;1;1;U;A;Z;CASA DE CULTURA;PLAZA FERNANDEZ HEREDIA S/N
ZARAGOZA;MURERO;1;1;U;A;Z;CASA CONSISTORIAL;CALLE IGLESIA 2
ZARAGOZA;MURILLO DE GALLEGO;1;1;U;A;Z;SALON SOCIAL DE LAS ANTIGUAS ESCUELAS;PLAZA RAMON Y CAJAL 4
ZARAGOZA;NAVARDUN;1;1;U;A;Z;SALON MULTIUSOS-AYUNTAMIENTO;PLAZA AYUNTAMIENTO 1
ZARAGOZA;NIGUELLA;1;1;U;A;Z;CASA CONSISTORIAL (PLANTA BAJA);PLAZA MAYOR 3
ZARAGOZA;NOMBREVILLA;1;1;U;A;Z;AYUNTAMIENTO-SALON DE SESIONES;CALLE MAYOR S/N
ZARAGOZA;NONASPE;1;1;A;A;M;AYUNTAMIENTO;CALLE HUCHE 9
ZARAGOZA;NONASPE;1;1;B;N;Z;AYUNTAMIENTO;CALLE HUCHE 9
ZARAGOZA;NOVALLAS;1;1;A;A;L;COMPLEJO MUNICIPAL SANTO DOMINGO;CALLE SANTO DOMINGO 6
ZARAGOZA;NOVALLAS;1;1;B;M;Z;COMPLEJO MUNICIPAL SANTO DOMINGO;CALLE SANTO DOMINGO 6
ZARAGOZA;NOVILLAS;1;1;U;A;Z;CENTRO CIVICO EL FUERTE;CALLE DIPUTACION 45
ZARAGOZA;NUEVALOS;1;1;U;A;Z;COLEGIO RURAL AGRUPADO;CTRA EXTRAMUROS 16
ZARAGOZA;NUEZ DE EBRO;1;1;U;A;Z;AYUNTAMIENTO-CASA CONSISTORIAL;PLAZA ESPAA 1
ZARAGOZA;OLVES;1;1;U;A;Z;AYUNTAMIENTO;CALLE MESON 2
ZARAGOZA;ORCAJO;1;1;U;A;Z;CENTRO SOCIAL POLIVALENTE;CALLE BARRIO ALTO 32
ZARAGOZA;ORERA;1;1;U;A;Z;LOCAL SOCIAL;CALLE TRINQUETE 27 A
ZARAGOZA;ORES;1;1;U;A;Z;LOCAL CENTRO SOCIAL;CALLE MAYOR S/N
ZARAGOZA;OSEJA;1;1;U;A;Z;CASA CONSISTORIAL;CALLE MAYOR 11
ZARAGOZA;OSERA DE EBRO;1;1;U;A;Z;AYUNTAMIENTO;PLAZA ESPAA 3
ZARAGOZA;PANIZA;1;1;U;A;Z;BAJOS AYUNTAMIENTO;CALLE MAYOR 23
ZARAGOZA;PARACUELLOS DE JILOCA;1;1;U;A;Z;CENTRO DE TERCERA EDAD;CALLE REAL 4
ZARAGOZA;PARACUELLOS DE LA RIBERA;1;1;U;A;Z;ESCUELA PUBLICA MUNICIPAL;PLAZA IGLESIA S/N
ZARAGOZA;PASTRIZ;1;1;A;A;K;SALON DE PLENOS;PLAZA ESPAA 1
ZARAGOZA;PASTRIZ;1;1;B;L;Z;SALON DE PLENOS;PLAZA ESPAA 1
ZARAGOZA;PEDROLA;1;1;A;A;K;CASA DE JUVENTUD;CALLE PORTILLO ERAS 20
ZARAGOZA;PEDROLA;1;1;B;L;Z;CASA DE JUVENTUD;CALLE PORTILLO ERAS 20
ZARAGOZA;PEDROLA;1;2;A;A;F;INSTITUTO EDUCACION SECUNDARIA SIGLO XXI;AVDA VIRGEN DEL PILAR S/N
ZARAGOZA;PEDROLA;1;2;B;G;M;INSTITUTO EDUCACION SECUNDARIA SIGLO XXI;AVDA VIRGEN DEL PILAR S/N
ZARAGOZA;PEDROLA;1;2;C;N;Z;INSTITUTO EDUCACION SECUNDARIA SIGLO XXI;AVDA VIRGEN DEL PILAR S/N
ZARAGOZA;PEDROSAS (LAS);1;1;U;A;Z;SALON DE LA TERCERA EDAD;CALLE ESCUELAS S/N
ZARAGOZA;PERDIGUERA;1;1;U;A;Z;CASA CONSISTORIAL;PLAZA ESPAA 1
ZARAGOZA;PIEDRATAJADA;1;1;U;A;Z;BAJOS DEL AYUNTAMIENTO;CALLE CRUZ (LA) 16
ZARAGOZA;PINA DE EBRO;1;1;U;A;Z;SALA MULTIUSOS;CALLE RAMON Y CAJAL 29
ZARAGOZA;PINA DE EBRO;1;2;A;A;I;SALA MULTIUSOS;CALLE RAMON Y CAJAL 29
ZARAGOZA;PINA DE EBRO;1;2;B;J;Z;SALA MULTIUSOS;CALLE RAMON Y CAJAL 29
ZARAGOZA;PINSEQUE;1;1;A;A;K;PABELLON ÒANGEL CALVOÓ;PASEO ESTUDIANTES (DE LOS) 2
ZARAGOZA;PINSEQUE;1;1;B;L;Z;PABELLON ÒANGEL CALVOÓ;PASEO ESTUDIANTES (DE LOS) 2
ZARAGOZA;PINSEQUE;1;2;A;A;F;PABELLON ÒANGEL CALVOÓ;PASEO ESTUDIANTES (DE LOS) 2
ZARAGOZA;PINSEQUE;1;2;B;G;M;PABELLON ÒANGEL CALVOÓ;PASEO ESTUDIANTES (DE LOS) 2
ZARAGOZA;PINSEQUE;1;2;C;N;Z;PABELLON ÒANGEL CALVOÓ;PASEO ESTUDIANTES (DE LOS) 2
ZARAGOZA;PINTANOS (LOS);1;1;U;A;Z;AYUNTAMIENTO;CALLE SAN PEDRO 1
ZARAGOZA;PLASENCIA DE JALON;1;1;U;A;Z;GPO. ESCOLAR S. ANTONIO DE PADUA;AVDA ZARAGOZA 6
ZARAGOZA;PLEITAS;1;1;U;A;Z;AYUNTAMIENTO-CASA CONSISTORIAL;CALLE JAZMINERA S/N
ZARAGOZA;PLENAS;1;1;U;A;Z;OFICINAS AYUNTAMIENTO;CALLE BAJA BARRIO BAJO 8
ZARAGOZA;POMER;1;1;U;A;Z;SALA MULTIUSOS -CASA CONSISTORIAL;PLAZA NUEVA 4
ZARAGOZA;POZUEL DE ARIZA;1;1;U;A;Z;EDIFICIO DE USOS MULTIPLES DEL AYUNTAMIENTO;CALLE MAYOR 41
ZARAGOZA;POZUELO DE ARAGON;1;1;U;A;Z;CASA CONSISTORIAL-SALON DE SESIONES;PLAZA ESPAA 21
ZARAGOZA;PRADILLA DE EBRO;1;1;U;A;Z;SALON AYUNTAMIENTO;PLAZA JUAN CARLOS I 1
ZARAGOZA;PUEBLA DE ALBORTON;1;1;U;A;Z;AYUNTAMIENTO-SALON DE SESIONES;PLAZA ESPAA 2
ZARAGOZA;PUEBLA DE ALFINDEN (LA);1;1;A;A;F;SALA MIGUEL FLETA;CALLE MAYOR 35
ZARAGOZA;PUEBLA DE ALFINDEN (LA);1;1;B;G;M;SALA MIGUEL FLETA;CALLE MAYOR 35
ZARAGOZA;PUEBLA DE ALFINDEN (LA);1;1;C;N;Z;SALA MIGUEL FLETA;CALLE MAYOR 35
ZARAGOZA;PUEBLA DE ALFINDEN (LA);1;2;A;A;F;SALA MIGUEL FLETA;CALLE MAYOR 35
ZARAGOZA;PUEBLA DE ALFINDEN (LA);1;2;B;G;M;SALA MIGUEL FLETA;CALLE MAYOR 35
ZARAGOZA;PUEBLA DE ALFINDEN (LA);1;2;C;N;Z;SALA MIGUEL FLETA;CALLE MAYOR 35
ZARAGOZA;PUEBLA DE ALFINDEN (LA);1;3;A;A;F;SALA MIGUEL FLETA;CALLE MAYOR 35
ZARAGOZA;PUEBLA DE ALFINDEN (LA);1;3;B;G;M;SALA MIGUEL FLETA;CALLE MAYOR 35
ZARAGOZA;PUEBLA DE ALFINDEN (LA);1;3;C;N;Z;SALA MIGUEL FLETA;CALLE MAYOR 35
ZARAGOZA;PUENDELUNA;1;1;U;A;Z;AYUNTAMIENTO;CALLE IGLESIA 1
ZARAGOZA;PURUJOSA;1;1;U;A;Z;CENTRO SOCIAL;CALLE MAYOR S/N
ZARAGOZA;QUINTO;1;1;A;A;G;COLEGIO EGB FERNANDO CATOLICO;CALLE D.QUINTIN DEBON 1
ZARAGOZA;QUINTO;1;1;B;H;Z;COLEGIO EGB FERNANDO CATOLICO;CALLE D.QUINTIN DEBON 1
ZARAGOZA;QUINTO;1;2;U;A;Z;COLEGIO EGB FERNANDO CATOLICO;CALLE D.QUINTIN DEBON 1
ZARAGOZA;REMOLINOS;1;1;A;A;K;AYUNTAMIENTO;PLAZA ESPAA 4
ZARAGOZA;REMOLINOS;1;1;B;L;Z;AYUNTAMIENTO;PLAZA ESPAA 4
ZARAGOZA;RETASCON;1;1;U;A;Z;CONSULTORIO MEDICO;CALLE PARQUE (DEL) S/N
ZARAGOZA;RICLA;1;1;U;A;Z;CONSULTORIO PLANTA 1»;PLAZA JARDIN DE LA AUTONOMIA S/N
ZARAGOZA;RICLA;1;2;A;A;L;CONSULTORIO PLANTA 1»;PLAZA JARDIN DE LA AUTONOMIA S/N
ZARAGOZA;RICLA;1;2;B;M;Z;CONSULTORIO PLANTA 1»;PLAZA JARDIN DE LA AUTONOMIA S/N
ZARAGOZA;ROMANOS;1;1;U;A;Z;CENTRO DE LA TERCERA EDAD;CALLE HORNO S/N
ZARAGOZA;RUEDA DE JALON;1;1;U;A;Z;CENTRO SOCIO-CULTURAL MIGUEL EGEA BALLARIN;CALLE RUISEORES 12
ZARAGOZA;RUESCA;1;1;U;A;Z;CENTRO POLIVALENTE;CALLE BAJA 2
ZARAGOZA;SADABA;1;1;U;A;Z;COLEGIO PUBLICO JARDINES;AVDA GENERAL DE CASTRO 1
ZARAGOZA;SADABA;2;1;U;A;Z;COLEGIO PUBLICO JARDINES;AVDA GENERAL DE CASTRO 1
ZARAGOZA;SALILLAS DE JALON;1;1;U;A;Z;PLANTA BAJA DEL AYUNTAMIENTO;CALLE ARAGON 27
ZARAGOZA;SALVATIERRA DE ESCA;1;1;U;A;Z;ESCUELA PUBLICA;CALLE MAYOR 50
ZARAGOZA;SAMPER DEL SALZ;1;1;U;A;Z;CASA CONSISTORIAL BAJOS;CALLE COSTERAS 1
ZARAGOZA;SAN MARTIN DE LA VIRGEN DE MONCAYO;1;1;U;A;Z;COLEGIO PUBLICO;AVDA MONCAYO S/N
ZARAGOZA;SAN MATEO DE GALLEGO;1;1;A;A;K;CENTRO MUNICIPAL DE EDUCACION DE ADULTOS;AVDA GALO PONTE 90
ZARAGOZA;SAN MATEO DE GALLEGO;1;1;B;L;Z;CENTRO MUNICIPAL DE EDUCACION DE ADULTOS;AVDA GALO PONTE 90
ZARAGOZA;SAN MATEO DE GALLEGO;1;2;A;A;F;CENTRO MUNICIPAL DE EDUCACION DE ADULTOS;AVDA GALO PONTE 90
ZARAGOZA;SAN MATEO DE GALLEGO;1;2;B;G;M;CENTRO MUNICIPAL DE EDUCACION DE ADULTOS;AVDA GALO PONTE 90
ZARAGOZA;SAN MATEO DE GALLEGO;1;2;C;N;Z;CENTRO MUNICIPAL DE EDUCACION DE ADULTOS;AVDA GALO PONTE 90
ZARAGOZA;SANTA CRUZ DE GRIO;1;1;U;A;Z;CENTRO POLIVALENTE SOCIOCULTURAL;PLAZA FRANCISCO VICENTE S/N
ZARAGOZA;SANTA CRUZ DE MONCAYO;1;1;U;A;Z;AYUNTAMIENTO;CALLE MAYOR 52
ZARAGOZA;SANTA EULALIA DE GALLEGO;1;1;U;A;Z;ANTIGUAS ESCUELAS;CALLE FUENTE (LA) 19
ZARAGOZA;SANTED;1;1;U;A;Z;SALA ESPERA CONSULTORIO MEDICO;CALLE LUCAS TRAID 18
ZARAGOZA;SASTAGO;1;1;A;A;K;SALON MANCOMUNIDAD MEANDROS DEL EBRO;PLAZA RAMON Y CAJAL 4
ZARAGOZA;SASTAGO;1;1;B;L;Z;SALON MANCOMUNIDAD MEANDROS DEL EBRO;PLAZA RAMON Y CAJAL 4
ZARAGOZA;SABIAN;1;1;U;A;Z;SALON CULTURAL;CALLE CONDE DE ARGILLO 4
ZARAGOZA;SEDILES;1;1;U;A;Z;EDIFICIO MULTISERVICIOS;CALLE LAVADERO S/N
ZARAGOZA;SESTRICA;1;1;U;A;Z;AYUNTAMIENTO;PLAZA AYUNTAMIENTO 1
ZARAGOZA;SIERRA DE LUNA;1;1;U;A;Z;SALON AYUNTAMIENTO PLANTA BAJA;CALLE RAMON Y CAJAL 45
ZARAGOZA;SIGUES;1;1;U;A;Z;CASA CONSISTORIAL;CALLE NOTARIO 2
ZARAGOZA;SISAMON;1;1;U;A;Z;AYUNTAMIENTO;CALLE FUENTE S/N
ZARAGOZA;SOBRADIEL;1;1;U;A;Z;SALA MULTIUSOS;CALLE SAN ANTONIO 12
ZARAGOZA;SOS DEL REY CATOLICO;1;1;U;A;Z;COLEGIO ISIDORO GIL DE JAZ;CALLE SOR SATURNINA TOBAR 12
ZARAGOZA;TABUENCA;1;1;U;A;Z;COLEGIO PUBLICO;CALLE LAS ESCUELAS S/N
ZARAGOZA;TALAMANTES;1;1;U;A;Z;AYUNTAMIENTO;CALLE HERMANOS ROMANOS 1
ZARAGOZA;TARAZONA;1;1;A;A;L;OFICINAS MUNICIPALES - BAJO;PLAZA ESPAA 9
ZARAGOZA;TARAZONA;1;1;B;M;Z;OFICINAS MUNICIPALES - BAJO;PLAZA ESPAA 9
ZARAGOZA;TARAZONA;1;3;U;A;Z;RECINTO FERIAL;PLAZA DOA JOAQUINA ZAMORA 1
ZARAGOZA;TARAZONA;1;4;A;A;G;RECINTO FERIAL;PLAZA DOA JOAQUINA ZAMORA 1
ZARAGOZA;TARAZONA;1;4;B;H;N;RECINTO FERIAL;PLAZA DOA JOAQUINA ZAMORA 1
ZARAGOZA;TARAZONA;1;4;C;O;Z;RECINTO FERIAL;PLAZA DOA JOAQUINA ZAMORA 1
ZARAGOZA;TARAZONA;1;5;A;A;K;RECINTO FERIAL;PLAZA DOA JOAQUINA ZAMORA 1
ZARAGOZA;TARAZONA;1;5;B;L;Z;RECINTO FERIAL;PLAZA DOA JOAQUINA ZAMORA 1
ZARAGOZA;TARAZONA;1;6;A;A;G;RSDA. DIA 3» EDAD MARQUESES DE PALMEROLA;PLAZA MARQUESES DE PALMEROLA 3
ZARAGOZA;TARAZONA;1;6;B;H;O;RSDA. DIA 3» EDAD MARQUESES DE PALMEROLA;PLAZA MARQUESES DE PALMEROLA 3
ZARAGOZA;TARAZONA;1;6;C;P;Z;RSDA. DIA 3» EDAD MARQUESES DE PALMEROLA;PLAZA MARQUESES DE PALMEROLA 3
ZARAGOZA;TARAZONA;1;7;U;A;Z;OFICINAS MUNICIPALES PLANTA BAJA;CALLE MAYOR 2
ZARAGOZA;TARAZONA;1;8;U;A;Z;ANTIGUA SEDE AGRUPACION LOCAL PROTECCION CIVIL;PLAZA PUERTO 17
ZARAGOZA;TARAZONA;1;9;U;A;Z;RECINTO FERIAL;PLAZA DOA JOAQUINA ZAMORA 1
ZARAGOZA;TARAZONA;1;10;A;A;L;RECINTO FERIAL;PLAZA DOA JOAQUINA ZAMORA 1
ZARAGOZA;TARAZONA;1;10;B;M;Z;RECINTO FERIAL;PLAZA DOA JOAQUINA ZAMORA 1
ZARAGOZA;TAUSTE;1;1;A;A;Z;PABELLON SOCIOCULTURAL DE SANTA ENGRACIA;CALLE IRYDA 16 B
ZARAGOZA;TAUSTE;1;1;B;A;Z;BIBLIOTECA MUNICIPAL RAMON J. SENDER;PLAZA ESPAA 1
ZARAGOZA;TAUSTE;2;1;A;A;K;GRUPO ESCOLAR ALFONSO I;AVDA OBISPO JOSE MARIA CONGET 23
ZARAGOZA;TAUSTE;2;1;B;L;Z;GRUPO ESCOLAR ALFONSO I;AVDA OBISPO JOSE MARIA CONGET 23
ZARAGOZA;TAUSTE;3;1;A;A;L;INST. EDUCACION SECUNDARIA RIO ARBA;AVDA PILAR (DEL) 77
ZARAGOZA;TAUSTE;3;1;B;M;Z;INST. EDUCACION SECUNDARIA RIO ARBA;AVDA PILAR (DEL) 77
ZARAGOZA;TAUSTE;4;1;A;A;K;CASA DE CULTURA;PLAZA ARAGON 1
ZARAGOZA;TAUSTE;4;1;B;L;Z;CASA DE CULTURA;PLAZA ARAGON 1
ZARAGOZA;TERRER;1;1;U;A;Z;CENTRO TERCERA EDAD;PLAZA BAJO EL OLMO 1
ZARAGOZA;TIERGA;1;1;U;A;Z;AYUNTAMIENTO SALON DE ACTOS;CALLE SANTO CRISTO 1
ZARAGOZA;TOBED;1;1;U;A;Z;AYUNTAMIENTO;CALLE SAN PEDRO 1
ZARAGOZA;TORRALBA DE LOS FRAILES;1;1;U;A;Z;AYUNTAMIENTO;CALLE PLAZA (LA) 1
ZARAGOZA;TORRALBA DE RIBOTA;1;1;U;A;Z;SALON AYUNTAMIENTO;CALLE MAYOR 9
ZARAGOZA;TORRALBILLA;1;1;U;A;Z;ANTIGUO HORNO;PLAZA SAN LORENZO 1
